RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
MSSM_RNA_PFC_376	0_MSSM_376	CMC	MSSM	CMC
MSSM_RNA_PFC_16	0_MSSM_16	CMC	MSSM	CMC
MSSM_RNA_PFC_303	0_MSSM_303	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_14	0_MSSM_BP_14	CMC	MSSM	CMC
PENN_RNA_PFC_81	0_PENN_81	CMC	Penn	CMC
PITT_RNA_PFC_1270	0_PITT_1270	CMC	Pitt	CMC
PENN_RNA_PFC_78	0_PENN_78	CMC	Penn	CMC
MSSM_RNA_PFC_387	0_MSSM_387	CMC	MSSM	CMC
MSSM_RNA_PFC_342	0_MSSM_342	CMC	MSSM	CMC
MSSM_RNA_PFC_299	0_MSSM_299	CMC	MSSM	CMC
MSSM_RNA_PFC_133	0_MSSM_133	CMC	MSSM	CMC
PENN_RNA_PFC_51	0_PENN_51	CMC	Penn	CMC
MSSM_RNA_BP_PFC_17	0_MSSM_BP_17	CMC	MSSM	CMC
MSSM_RNA_PFC_211	0_MSSM_211	CMC	MSSM	CMC
MSSM_RNA_PFC_98	0_MSSM_98	CMC	MSSM	CMC
MSSM_RNA_PFC_378	0_MSSM_378	CMC	MSSM	CMC
MSSM_RNA_PFC_10	0_MSSM_10	CMC	MSSM	CMC
MSSM_RNA_PFC_53	0_MSSM_53	CMC	MSSM	CMC
PENN_RNA_PFC_66	0_PENN_66	CMC	Penn	CMC
PITT_RNA_PFC_1173	0_PITT_1173	CMC	Pitt	CMC
MSSM_RNA_PFC_270	0_MSSM_270	CMC	MSSM	CMC
MSSM_RNA_PFC_26	0_MSSM_26	CMC	MSSM	CMC
MSSM_RNA_PFC_181	0_MSSM_181	CMC	MSSM	CMC
MSSM_RNA_PFC_326	0_MSSM_326	CMC	MSSM	CMC
PENN_RNA_PFC_11	0_PENN_11	CMC	Penn	CMC
MSSM_RNA_PFC_347	0_MSSM_347	CMC	MSSM	CMC
MSSM_RNA_PFC_382	0_MSSM_382	CMC	MSSM	CMC
MSSM_RNA_PFC_365	0_MSSM_365	CMC	MSSM	CMC
MSSM_RNA_PFC_9	0_MSSM_9	CMC	MSSM	CMC
MSSM_RNA_PFC_312	0_MSSM_312	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_5	0_MSSM_BP_5	CMC	MSSM	CMC
MSSM_RNA_PFC_58	0_MSSM_58	CMC	MSSM	CMC
MSSM_RNA_PFC_13	0_MSSM_13	CMC	MSSM	CMC
PITT_RNA_BP_PFC_686	0_PITT_686	CMC	Pitt	CMC
MSSM_RNA_PFC_233	0_MSSM_233	CMC	MSSM	CMC
MSSM_RNA_PFC_114	0_MSSM_114	CMC	MSSM	CMC
PENN_RNA_PFC_24	0_PENN_24	CMC	Penn	CMC
PITT_RNA_PFC_781	0_PITT_781	CMC	Pitt	CMC
MSSM_RNA_PFC_229	0_MSSM_229	CMC	MSSM	CMC
PENN_RNA_PFC_41	0_PENN_41	CMC	Penn	CMC
MSSM_RNA_PFC_357	0_MSSM_357	CMC	MSSM	CMC
MSSM_RNA_PFC_122	0_MSSM_122	CMC	MSSM	CMC
MSSM_RNA_PFC_327	0_MSSM_327	CMC	MSSM	CMC
MSSM_RNA_PFC_176	0_MSSM_176	CMC	MSSM	CMC
PENN_RNA_PFC_97	0_PENN_97	CMC	Penn	CMC
PITT_RNA_BP_PFC_1102	0_Pitt_BP_1102	CMC	Pitt	CMC
MSSM_RNA_PFC_119	0_MSSM_119	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1394	0_Pitt_BP_1394	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1092	0_PITT_1092	CMC	Pitt	CMC
MSSM_RNA_PFC_172	0_MSSM_172	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1603	0_Pitt_BP_1603	CMC	Pitt	CMC
PITT_RNA_BP_PFC_945	0_Pitt_BP_945	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1473	0_Pitt_BP_1473	CMC	Pitt	CMC
MSSM_RNA_PFC_273	0_MSSM_273	CMC	MSSM	CMC
PENN_RNA_PFC_103	0_PENN_103	CMC	Penn	CMC
MSSM_RNA_PFC_141	0_MSSM_141	CMC	MSSM	CMC
MSSM_RNA_PFC_392	0_MSSM_392	CMC	MSSM	CMC
MSSM_RNA_PFC_80	0_MSSM_80	CMC	MSSM	CMC
MSSM_RNA_PFC_32	0_MSSM_32	CMC	MSSM	CMC
MSSM_RNA_PFC_164	0_MSSM_164	CMC	MSSM	CMC
MSSM_RNA_PFC_89	0_MSSM_89	CMC	MSSM	CMC
PENN_RNA_PFC_38	0_PENN_38	CMC	Penn	CMC
PITT_RNA_PFC_686	0_PITT_686	CMC	Pitt	CMC
PENN_RNA_PFC_71	0_PENN_71	CMC	Penn	CMC
PITT_RNA_PFC_1454	0_PITT_1454	CMC	Pitt	CMC
PENN_RNA_PFC_37	0_PENN_37	CMC	Penn	CMC
PITT_RNA_PFC_1583	0_PITT_1583	CMC	Pitt	CMC
MSSM_RNA_PFC_398	0_MSSM_398	CMC	MSSM	CMC
MSSM_RNA_PFC_117	0_MSSM_117	CMC	MSSM	CMC
MSSM_RNA_PFC_162	0_MSSM_162	CMC	MSSM	CMC
MSSM_RNA_PFC_156	0_MSSM_156	CMC	MSSM	CMC
MSSM_RNA_PFC_244	0_MSSM_244	CMC	MSSM	CMC
PENN_RNA_PFC_50	0_PENN_50	CMC	Penn	CMC
MSSM_RNA_PFC_379	0_MSSM_379	CMC	MSSM	CMC
PENN_RNA_PFC_65	0_PENN_65	CMC	Penn	CMC
MSSM_RNA_PFC_232	0_MSSM_232	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_19	0_MSSM_BP_19	CMC	MSSM	CMC
MSSM_RNA_PFC_116	0_MSSM_116	CMC	MSSM	CMC
MSSM_RNA_PFC_37	0_MSSM_37	CMC	MSSM	CMC
MSSM_RNA_PFC_61	0_MSSM_61	CMC	MSSM	CMC
MSSM_RNA_PFC_5	0_MSSM_5	CMC	MSSM	CMC
MSSM_RNA_PFC_2	0_MSSM_2	CMC	MSSM	CMC
PITT_RNA_PFC_802	0_PITT_802	CMC	Pitt	CMC
MSSM_RNA_PFC_118	0_MSSM_118	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_9	0_MSSM_BP_9	CMC	MSSM	CMC
MSSM_RNA_PFC_110	0_MSSM_110	CMC	MSSM	CMC
MSSM_RNA_PFC_131	0_MSSM_131	CMC	MSSM	CMC
PENN_RNA_PFC_44	0_PENN_44	CMC	Penn	CMC
PITT_RNA_PFC_917	0_PITT_917	CMC	Pitt	CMC
MSSM_RNA_PFC_296	0_MSSM_296	CMC	MSSM	CMC
MSSM_RNA_PFC_200	0_MSSM_200	CMC	MSSM	CMC
MSSM_RNA_PFC_212	0_MSSM_212	CMC	MSSM	CMC
PITT_RNA_PFC_1391	0_PITT_1391	CMC	Pitt	CMC
MSSM_RNA_PFC_234	0_MSSM_234	CMC	MSSM	CMC
PITT_RNA_BP_PFC_10006	0_Pitt_BP_10006	CMC	Pitt	CMC
MSSM_RNA_PFC_231	0_MSSM_231	CMC	MSSM	CMC
PITT_RNA_BP_PFC_789	0_Pitt_BP_789	CMC	Pitt	CMC
MSSM_RNA_PFC_96	0_MSSM_96	CMC	MSSM	CMC
PITT_RNA_PFC_1191	0_PITT_1191	CMC	Pitt	CMC
PITT_RNA_PFC_1092	0_PITT_1092	CMC	Pitt	CMC
PITT_RNA_PFC_1086	0_PITT_1086	CMC	Pitt	CMC
MSSM_RNA_PFC_226	0_MSSM_226	CMC	MSSM	CMC
PITT_RNA_PFC_10024	0_PITT_10024	CMC	Pitt	CMC
MSSM_RNA_PFC_51	0_MSSM_51	CMC	MSSM	CMC
MSSM_RNA_PFC_288	0_MSSM_288	CMC	MSSM	CMC
PITT_RNA_PFC_1386	0_PITT_1386	CMC	Pitt	CMC
PITT_RNA_BP_PFC_886	0_Pitt_BP_886	CMC	Pitt	CMC
MSSM_RNA_PFC_167	0_MSSM_167	CMC	MSSM	CMC
MSSM_RNA_PFC_184	0_MSSM_183	CMC	MSSM	CMC
PITT_RNA_PFC_539	0_PITT_539	CMC	Pitt	CMC
MSSM_RNA_PFC_338	0_MSSM_338	CMC	MSSM	CMC
PENN_RNA_PFC_7	0_PENN_7	CMC	Penn	CMC
PITT_RNA_PFC_547	0_PITT_547	CMC	Pitt	CMC
PITT_RNA_PFC_1420	0_PITT_1420	CMC	Pitt	CMC
MSSM_RNA_PFC_274	0_MSSM_274	CMC	MSSM	CMC
MSSM_RNA_PFC_368	0_MSSM_368	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1391	0_PITT_1391	CMC	Pitt	CMC
PENN_RNA_PFC_62	0_PENN_62	CMC	Penn	CMC
MSSM_RNA_PFC_84	0_MSSM_84	CMC	MSSM	CMC
PITT_RNA_BP_PFC_10019	0_Pitt_BP_10019	CMC	Pitt	CMC
MSSM_RNA_PFC_310	0_MSSM_310	CMC	MSSM	CMC
MSSM_RNA_PFC_375	0_MSSM_375	CMC	MSSM	CMC
PENN_RNA_PFC_58	0_PENN_58	CMC	Penn	CMC
MSSM_RNA_PFC_185	0_MSSM_185	CMC	MSSM	CMC
MSSM_RNA_PFC_127	0_MSSM_127	CMC	MSSM	CMC
PITT_RNA_PFC_1554	0_PITT_1554	CMC	Pitt	CMC
PENN_RNA_PFC_79	0_PENN_79	CMC	Penn	CMC
MSSM_RNA_BP_PFC_16	0_MSSM_BP_16	CMC	MSSM	CMC
MSSM_RNA_PFC_245	0_MSSM_245	CMC	MSSM	CMC
MSSM_RNA_PFC_153	0_MSSM_153	CMC	MSSM	CMC
MSSM_RNA_PFC_315	0_MSSM_315	CMC	MSSM	CMC
PITT_RNA_PFC_516	0_PITT_516	CMC	Pitt	CMC
MSSM_RNA_PFC_100	0_MSSM_100	CMC	MSSM	CMC
MSSM_RNA_PFC_83	0_MSSM_83	CMC	MSSM	CMC
PENN_RNA_PFC_96	0_PENN_96	CMC	Penn	CMC
MSSM_RNA_PFC_250	0_MSSM_250	CMC	MSSM	CMC
PENN_RNA_PFC_10	0_PENN_10	CMC	Penn	CMC
MSSM_RNA_PFC_68	0_MSSM_68	CMC	MSSM	CMC
MSSM_RNA_PFC_39	0_MSSM_39	CMC	MSSM	CMC
PENN_RNA_PFC_14	0_PENN_14	CMC	Penn	CMC
MSSM_RNA_PFC_281	0_MSSM_281	CMC	MSSM	CMC
PITT_RNA_PFC_621	0_PITT_621	CMC	Pitt	CMC
PENN_RNA_PFC_67	0_PENN_67	CMC	Penn	CMC
PITT_RNA_PFC_634	0_PITT_634	CMC	Pitt	CMC
MSSM_RNA_PFC_279	0_MSSM_279	CMC	MSSM	CMC
MSSM_RNA_PFC_321	0_MSSM_321	CMC	MSSM	CMC
PITT_RNA_PFC_1367	0_PITT_1367	CMC	Pitt	CMC
PITT_RNA_PFC_1088	0_PITT_1088	CMC	Pitt	CMC
MSSM_RNA_PFC_282	0_MSSM_282	CMC	MSSM	CMC
PITT_RNA_PFC_1324	0_PITT_1324	CMC	Pitt	CMC
MSSM_RNA_PFC_361	0_MSSM_361	CMC	MSSM	CMC
MSSM_RNA_PFC_64	0_MSSM_64	CMC	MSSM	CMC
PENN_RNA_PFC_39	0_PENN_39	CMC	Penn	CMC
MSSM_RNA_PFC_183	0_MSSM_184	CMC	MSSM	CMC
PITT_RNA_PFC_1047	0_PITT_1047	CMC	Pitt	CMC
MSSM_RNA_PFC_204	0_MSSM_204	CMC	MSSM	CMC
PENN_RNA_PFC_52	0_PENN_52	CMC	Penn	CMC
PENN_RNA_PFC_100	0_PENN_100	CMC	Penn	CMC
PITT_RNA_PFC_1635	0_PITT_1635	CMC	Pitt	CMC
PITT_RNA_PFC_533	0_PITT_533	CMC	Pitt	CMC
MSSM_RNA_PFC_271	0_MSSM_271	CMC	MSSM	CMC
MSSM_RNA_PFC_220	0_MSSM_220	CMC	MSSM	CMC
PENN_RNA_PFC_22	0_PENN_22	CMC	Penn	CMC
PITT_RNA_BP_PFC_957	0_Pitt_BP_957	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1374	0_PITT_1374	CMC	Pitt	CMC
PENN_RNA_PFC_109	0_PENN_109	CMC	Penn	CMC
MSSM_RNA_PFC_196	0_MSSM_196	CMC	MSSM	CMC
MSSM_RNA_PFC_381	0_MSSM_381	CMC	MSSM	CMC
MSSM_RNA_PFC_396	0_MSSM_396	CMC	MSSM	CMC
MSSM_RNA_PFC_173	0_MSSM_173	CMC	MSSM	CMC
MSSM_RNA_PFC_337	0_MSSM_337	CMC	MSSM	CMC
MSSM_RNA_PFC_351	0_MSSM_351	CMC	MSSM	CMC
MSSM_RNA_PFC_223	0_MSSM_223	CMC	MSSM	CMC
MSSM_RNA_PFC_47	0_MSSM_47	CMC	MSSM	CMC
PITT_RNA_PFC_10026	0_PITT_10026	CMC	Pitt	CMC
PITT_RNA_PFC_1372	0_PITT_1372	CMC	Pitt	CMC
PITT_RNA_PFC_1105	0_PITT_1105	CMC	Pitt	CMC
PITT_RNA_PFC_1341	0_PITT_1341	CMC	Pitt	CMC
MSSM_RNA_PFC_134	0_MSSM_134	CMC	MSSM	CMC
MSSM_RNA_PFC_180	0_MSSM_180	CMC	MSSM	CMC
MSSM_RNA_PFC_111	0_MSSM_111	CMC	MSSM	CMC
PENN_RNA_PFC_26	0_PENN_26	CMC	Penn	CMC
PITT_RNA_PFC_694	0_PITT_694	CMC	Pitt	CMC
MSSM_RNA_PFC_383	0_MSSM_383	CMC	MSSM	CMC
MSSM_RNA_PFC_221	0_MSSM_221	CMC	MSSM	CMC
MSSM_RNA_PFC_160	0_MSSM_160	CMC	MSSM	CMC
PITT_RNA_PFC_970	0_PITT_970	CMC	Pitt	CMC
MSSM_RNA_PFC_174	0_MSSM_174	CMC	MSSM	CMC
MSSM_RNA_PFC_142	0_MSSM_142	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1537	0_Pitt_BP_1537	CMC	Pitt	CMC
MSSM_RNA_PFC_4	0_MSSM_4	CMC	MSSM	CMC
PITT_RNA_PFC_1433	0_PITT_1433	CMC	Pitt	CMC
MSSM_RNA_PFC_195	0_MSSM_195	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1483	0_Pitt_BP_1483	CMC	Pitt	CMC
MSSM_RNA_PFC_364	0_MSSM_364	CMC	MSSM	CMC
PENN_RNA_PFC_83	0_PENN_83	CMC	Penn	CMC
PITT_RNA_BP_PFC_1196	0_Pitt_BP_1196	CMC	Pitt	CMC
PITT_RNA_BP_PFC_795	0_Pitt_BP_795	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1770	0_Pitt_BP_1770	CMC	Pitt	CMC
MSSM_RNA_PFC_239	0_MSSM_239	CMC	MSSM	CMC
PENN_RNA_PFC_63	0_PENN_63	CMC	Penn	CMC
MSSM_RNA_PFC_151	0_MSSM_151	CMC	MSSM	CMC
MSSM_RNA_PFC_161	0_MSSM_161	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1081	0_Pitt_BP_1081	CMC	Pitt	CMC
MSSM_RNA_PFC_192	0_MSSM_192	CMC	MSSM	CMC
PITT_RNA_PFC_1453	0_PITT_1453	CMC	Pitt	CMC
PENN_RNA_PFC_5	0_PENN_5	CMC	Penn	CMC
MSSM_RNA_PFC_62	0_MSSM_62	CMC	MSSM	CMC
PITT_RNA_PFC_1284	0_PITT_1284	CMC	Pitt	CMC
PITT_RNA_PFC_656	0_PITT_656	CMC	Pitt	CMC
MSSM_RNA_PFC_15	0_MSSM_15	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1605	0_Pitt_BP_1605	CMC	Pitt	CMC
MSSM_RNA_PFC_208	0_MSSM_208	CMC	MSSM	CMC
MSSM_RNA_PFC_390	0_MSSM_390	CMC	MSSM	CMC
PITT_RNA_PFC_1026	0_PITT_1026	CMC	Pitt	CMC
MSSM_RNA_PFC_189	0_MSSM_189	CMC	MSSM	CMC
PITT_RNA_PFC_829	0_PITT_829	CMC	Pitt	CMC
MSSM_RNA_PFC_124	0_MSSM_124	CMC	MSSM	CMC
PITT_RNA_PFC_1209	0_PITT_1209	CMC	Pitt	CMC
MSSM_RNA_PFC_22	0_MSSM_22	CMC	MSSM	CMC
MSSM_RNA_PFC_108	0_MSSM_108	CMC	MSSM	CMC
MSSM_RNA_PFC_240	0_MSSM_240	CMC	MSSM	CMC
PITT_RNA_PFC_622	0_PITT_622	CMC	Pitt	CMC
PENN_RNA_PFC_45	0_PENN_45	CMC	Penn	CMC
MSSM_RNA_BP_PFC_10	0_MSSM_BP_10	CMC	MSSM	CMC
PENN_RNA_PFC_87	0_PENN_87	CMC	Penn	CMC
PITT_RNA_PFC_1466	0_PITT_1466	CMC	Pitt	CMC
PITT_RNA_PFC_1240	0_PITT_1240	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1694	0_Pitt_BP_1694	CMC	Pitt	CMC
PENN_RNA_PFC_49	0_PENN_49	CMC	Penn	CMC
MSSM_RNA_PFC_101	0_MSSM_101	CMC	MSSM	CMC
MSSM_RNA_PFC_257	0_MSSM_257	CMC	MSSM	CMC
MSSM_RNA_PFC_99	0_MSSM_99	CMC	MSSM	CMC
PITT_RNA_PFC_1706	0_PITT_1706	CMC	Pitt	CMC
MSSM_RNA_PFC_97	0_MSSM_97	CMC	MSSM	CMC
MSSM_RNA_PFC_306	0_MSSM_306	CMC	MSSM	CMC
MSSM_RNA_PFC_336	0_MSSM_336	CMC	MSSM	CMC
MSSM_RNA_PFC_316	0_MSSM_316	CMC	MSSM	CMC
PENN_RNA_PFC_4	0_PENN_4	CMC	Penn	CMC
PITT_RNA_PFC_806	0_PITT_806	CMC	Pitt	CMC
PENN_RNA_PFC_8	0_PENN_8	CMC	Penn	CMC
MSSM_RNA_PFC_132	0_MSSM_132	CMC	MSSM	CMC
PITT_RNA_PFC_1122	0_PITT_1122	CMC	Pitt	CMC
MSSM_RNA_PFC_359	0_MSSM_359	CMC	MSSM	CMC
MSSM_RNA_PFC_175	0_MSSM_175	CMC	MSSM	CMC
PITT_RNA_PFC_1558	0_PITT_1558	CMC	Pitt	CMC
PENN_RNA_PFC_73	0_PENN_73	CMC	Penn	CMC
MSSM_RNA_PFC_8	0_MSSM_8	CMC	MSSM	CMC
MSSM_RNA_PFC_377	0_MSSM_377	CMC	MSSM	CMC
PENN_RNA_PFC_56	0_PENN_56	CMC	Penn	CMC
MSSM_RNA_PFC_301	0_MSSM_301	CMC	MSSM	CMC
PENN_RNA_PFC_25	0_PENN_25	CMC	Penn	CMC
PITT_RNA_PFC_1314	0_PITT_1314	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1449	0_Pitt_BP_1449	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1044	0_Pitt_BP_1044	CMC	Pitt	CMC
PITT_RNA_PFC_1734	0_PITT_1734	CMC	Pitt	CMC
MSSM_RNA_PFC_157	0_MSSM_157	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1482	0_Pitt_BP_1482	CMC	Pitt	CMC
MSSM_RNA_PFC_143	0_MSSM_143	CMC	MSSM	CMC
PENN_RNA_PFC_64	0_PENN_64	CMC	Penn	CMC
PENN_RNA_PFC_70	0_PENN_70	CMC	Penn	CMC
MSSM_RNA_PFC_155	0_MSSM_155	CMC	MSSM	CMC
PITT_RNA_PFC_1524	0_PITT_1524	CMC	Pitt	CMC
PITT_RNA_PFC_1188	0_PITT_1188	CMC	Pitt	CMC
PENN_RNA_PFC_101	0_PENN_101	CMC	Penn	CMC
MSSM_RNA_PFC_56	0_MSSM_56	CMC	MSSM	CMC
PENN_RNA_PFC_54	0_PENN_54	CMC	Penn	CMC
MSSM_RNA_PFC_309	0_MSSM_309	CMC	MSSM	CMC
MSSM_RNA_PFC_313	0_MSSM_313	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_13	0_MSSM_BP_13	CMC	MSSM	CMC
MSSM_RNA_PFC_81	0_MSSM_81	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1020	0_Pitt_BP_1020	CMC	Pitt	CMC
PITT_RNA_PFC_1189	0_PITT_1189	CMC	Pitt	CMC
MSSM_RNA_PFC_380	0_MSSM_380	CMC	MSSM	CMC
MSSM_RNA_PFC_330	0_MSSM_330	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1247	0_PITT_1247	CMC	Pitt	CMC
MSSM_RNA_PFC_45	0_MSSM_45	CMC	MSSM	CMC
MSSM_RNA_PFC_277	0_MSSM_277	CMC	MSSM	CMC
MSSM_RNA_PFC_129	0_MSSM_129	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_18	0_MSSM_BP_18	CMC	MSSM	CMC
PITT_RNA_PFC_902	0_PITT_902	CMC	Pitt	CMC
MSSM_RNA_PFC_339	0_MSSM_339	CMC	MSSM	CMC
MSSM_RNA_PFC_210	0_MSSM_210	CMC	MSSM	CMC
MSSM_RNA_PFC_391	0_MSSM_391	CMC	MSSM	CMC
PITT_RNA_PFC_1099	0_PITT_1099	CMC	Pitt	CMC
MSSM_RNA_PFC_254	0_MSSM_254	CMC	MSSM	CMC
PITT_RNA_PFC_1256	0_PITT_1256	CMC	Pitt	CMC
MSSM_RNA_PFC_302	0_MSSM_302	CMC	MSSM	CMC
PENN_RNA_PFC_99	0_PENN_99	CMC	Penn	CMC
PITT_RNA_PFC_10025	0_PITT_10025	CMC	Pitt	CMC
PENN_RNA_PFC_85	0_PENN_85	CMC	Penn	CMC
MSSM_RNA_PFC_120	0_MSSM_120	CMC	MSSM	CMC
MSSM_RNA_PFC_261	0_MSSM_261	CMC	MSSM	CMC
MSSM_RNA_PFC_38	0_MSSM_38	CMC	MSSM	CMC
PENN_RNA_PFC_74	0_PENN_74	CMC	Penn	CMC
PENN_RNA_PFC_2	0_PENN_2	CMC	Penn	CMC
MSSM_RNA_PFC_30	0_MSSM_30	CMC	MSSM	CMC
MSSM_RNA_PFC_102	0_MSSM_102	CMC	MSSM	CMC
MSSM_RNA_PFC_197	0_MSSM_197	CMC	MSSM	CMC
PENN_RNA_PFC_20	0_PENN_20	CMC	Penn	CMC
PITT_RNA_BP_PFC_1598	0_Pitt_BP_1598	CMC	Pitt	CMC
PENN_RNA_PFC_35	0_PENN_35	CMC	Penn	CMC
MSSM_RNA_PFC_348	0_MSSM_348	CMC	MSSM	CMC
MSSM_RNA_PFC_319	0_MSSM_319	CMC	MSSM	CMC
MSSM_RNA_PFC_209	0_MSSM_209	CMC	MSSM	CMC
MSSM_RNA_PFC_123	0_MSSM_123	CMC	MSSM	CMC
MSSM_RNA_PFC_374	0_MSSM_374	CMC	MSSM	CMC
MSSM_RNA_PFC_6	0_MSSM_6	CMC	MSSM	CMC
PITT_RNA_PFC_1712	0_PITT_1712	CMC	Pitt	CMC
PENN_RNA_PFC_9	0_PENN_9	CMC	Penn	CMC
PITT_RNA_BP_PFC_984	0_Pitt_BP_984	CMC	Pitt	CMC
MSSM_RNA_PFC_314	0_MSSM_314	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_11	0_MSSM_BP_11	CMC	MSSM	CMC
PITT_RNA_PFC_1263	0_PITT_1263	CMC	Pitt	CMC
PITT_RNA_BP_PFC_849	0_Pitt_BP_849	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1637	0_Pitt_BP_1637	CMC	Pitt	CMC
PITT_RNA_PFC_566	0_PITT_566	CMC	Pitt	CMC
PITT_RNA_PFC_1792	0_PITT_1792	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1244	0_Pitt_BP_1244	CMC	Pitt	CMC
MSSM_RNA_PFC_341	0_MSSM_341	CMC	MSSM	CMC
MSSM_RNA_PFC_179	0_MSSM_179	CMC	MSSM	CMC
MSSM_RNA_PFC_295	0_MSSM_295	CMC	MSSM	CMC
MSSM_RNA_BP_PFC_24	0_MSSM_BP_24	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1328	0_Pitt_BP_1328	CMC	Pitt	CMC
PITT_RNA_BP_PFC_841	0_Pitt_BP_841	CMC	Pitt	CMC
PITT_RNA_PFC_10020	0_PITT_10020	CMC	Pitt	CMC
PENN_RNA_PFC_19	0_PENN_19	CMC	Penn	CMC
MSSM_RNA_PFC_355	0_MSSM_355	CMC	MSSM	CMC
PENN_RNA_PFC_98	0_PENN_98	CMC	Penn	CMC
MSSM_RNA_PFC_251	0_MSSM_251	CMC	MSSM	CMC
MSSM_RNA_PFC_329	0_MSSM_329	CMC	MSSM	CMC
MSSM_RNA_PFC_136	0_MSSM_136	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1298	0_Pitt_BP_1298	CMC	Pitt	CMC
PITT_RNA_PFC_787	0_PITT_787	CMC	Pitt	CMC
MSSM_RNA_PFC_311	0_MSSM_311	CMC	MSSM	CMC
PENN_RNA_PFC_61	0_PENN_61	CMC	Penn	CMC
PENN_RNA_PFC_55	0_PENN_55	CMC	Penn	CMC
MSSM_RNA_PFC_323	0_MSSM_323	CMC	MSSM	CMC
PENN_RNA_PFC_3	0_PENN_3	CMC	Penn	CMC
PITT_RNA_BP_PFC_982	0_Pitt_BP_982	CMC	Pitt	CMC
MSSM_RNA_BP_PFC_8	0_MSSM_BP_8	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1461	0_Pitt_BP_1461	CMC	Pitt	CMC
MSSM_RNA_PFC_243	0_MSSM_243	CMC	MSSM	CMC
PENN_RNA_PFC_88	0_PENN_88	CMC	Penn	CMC
PITT_RNA_PFC_1555	0_PITT_1555	CMC	Pitt	CMC
PITT_RNA_PFC_987	0_PITT_987	CMC	Pitt	CMC
PITT_RNA_BP_PFC_840	0_Pitt_BP_840	CMC	Pitt	CMC
PENN_RNA_PFC_108	0_PENN_108	CMC	Penn	CMC
MSSM_RNA_PFC_121	0_MSSM_121	CMC	MSSM	CMC
PITT_RNA_BP_PFC_1429	0_Pitt_BP_1429	CMC	Pitt	CMC
PENN_RNA_PFC_40	0_PENN_40	CMC	Penn	CMC
PITT_RNA_BP_PFC_1695	0_Pitt_BP_1695	CMC	Pitt	CMC
PITT_RNA_PFC_665	0_PITT_665	CMC	Pitt	CMC
PENN_RNA_PFC_90	0_PENN_90	CMC	Penn	CMC
MSSM_RNA_PFC_291	0_MSSM_291	CMC	MSSM	CMC
PITT_RNA_PFC_1374	0_PITT_1374	CMC	Pitt	CMC
MSSM_RNA_PFC_147	0_MSSM_147	CMC	MSSM	CMC
MSSM_RNA_PFC_67	0_MSSM_67	CMC	MSSM	CMC
PITT_RNA_PFC_1282	0_PITT_1282	CMC	Pitt	CMC
PITT_RNA_BP_PFC_1589	0_Pitt_BP_1589	CMC	Pitt	CMC
MSSM_RNA_PFC_256	0_MSSM_256	CMC	MSSM	CMC
MSSM_RNA_PFC_170	0_MSSM_170	CMC	MSSM	CMC
PENN_RNA_PFC_76	0_PENN_76	CMC	Penn	CMC
PITT_RNA_BP_PFC_1444	0_Pitt_BP_1444	CMC	Pitt	CMC
MSSM_RNA_PFC_140	0_MSSM_140	CMC	MSSM	CMC
MSSM_RNA_PFC_343	0_MSSM_343	CMC	MSSM	CMC
MSSM_RNA_PFC_149	0_MSSM_149	CMC	MSSM	CMC
MSSM_RNA_PFC_354	0_MSSM_354	CMC	MSSM	CMC
PITT_RNA_BP_PFC_10004	0_Pitt_BP_10004	CMC	Pitt	CMC
MSSM_RNA_PFC_194	0_MSSM_194	CMC	MSSM	CMC
PENN_RNA_PFC_28	0_PENN_28	CMC	Penn	CMC
MSSM_RNA_PFC_331	0_MSSM_304	CMC	MSSM	CMC
PENN_RNA_PFC_53	0_PENN_53	CMC	Penn	CMC
MSSM_RNA_BP_PFC_2	0_MSSM_BP_2	CMC	MSSM	CMC
